Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,Attrition_rate
28.0,3,4.0,3,67,1,2,6.0,2.0,4,-0.1048,-0.4537,2.0,2,8,3,1,1,2,2,3,2,0.1685
29.0,3,7.0,3,62,1,2,7.0,4.0,3,-0.1048,-0.4537,2.0,1,8,4,1,0,1,2,2,3,0.0723
27.0,4,4.0,4,42,0,1,8.0,4.0,3,0.7516,0.7075,2.0,2,8,2,1,1,2,3,0,2,0.0861
29.0,3,6.0,4,63,2,3,5.0,2.0,4,-0.1048,-0.4537,2.0,3,8,1,0,0,1,9,3,2,0.1729
19.0,3,0.0,0,66,1,2,7.0,2.0,4,-0.1048,-1.615,2.0,3,5,2,0,1,4,5,1,2,0.1694
40.0,4,12.0,3,52,1,4,4.0,1.0,3,0.7516,-0.4537,2.0,5,8,4,1,0,3,7,0,2,0.0251
45.0,3,20.0,4,31,0,4,10.0,4.0,4,0.7516,0.7075,2.0,3,9,4,1,0,4,10,1,3,0.0066
28.0,3,4.0,1,40,1,2,2.0,3.0,4,-0.1048,-0.4537,2.0,3,8,3,1,0,4,10,3,3,0.0982
35.0,3,10.0,1,65,0,1,2.0,4.0,3,-0.1048,0.7075,2.0,2,5,5,0,0,3,10,1,2,0.0643
57.0,3,31.0,3,26,1,2,4.0,4.0,3,-0.1048,-0.4537,2.0,3,9,4,1,0,3,10,0,2,0.0429
43.0,3,12.0,3,66,0,3,8.0,1.0,3,-0.9612,0.7075,2.0,3,5,1,0,1,3,5,1,3,0.2568
63.0,4,33.0,2,65,0,5,4.0,4.0,3,-1.8176,0.7075,3.0,3,5,3,1,1,4,10,2,3,0.1219
40.0,3,12.0,3,33,1,3,7.0,2.0,3,0.7516,1.8688,3.0,2,7,5,0,0,2,1,0,4,0.1963
25.0,4,6.0,2,69,0,1,5.0,1.0,3,-1.8176,-0.4537,2.0,2,6,3,1,1,2,10,0,0,0.8376
46.0,3,15.0,4,60,1,1,5.0,1.0,4,1.6081,0.7075,1.0,3,8,2,1,0,2,2,1,2,0.1843
52.0,5,27.0,3,67,0,5,8.0,3.0,4,-0.9612,-0.4537,1.0,1,5,3,0,0,1,5,3,2,0.2212
64.0,5,39.0,3,73,1,4,4.0,4.0,4,-0.9612,0.7075,2.0,3,8,3,1,1,1,3,1,2,0.0555
51.0,4,28.0,3,31,2,3,4.0,3.0,5,-0.1048,1.8688,2.0,3,9,3,1,0,3,2,0,2,0.1844
35.0,3,6.0,1,27,2,4,9.0,3.0,2,-0.1048,0.7075,2.0,4,6,3,0,0,0,5,2,3,0.2142
33.0,1,5.0,3,70,1,3,5.0,2.0,3,0.7516,0.7075,2.0,3,8,3,0,1,4,5,3,2,0.1986
30.0,1,8.0,2,27,0,3,6.0,4.0,3,0.7516,0.7075,2.0,2,8,3,0,0,0,10,3,3,0.0691
32.0,3,6.0,2,28,0,2,4.0,4.0,2,0.7516,-0.4537,2.0,3,7,3,1,0,0,2,2,2,0.2976
40.0,1,11.0,1,72,1,4,7.0,3.0,3,0.7516,-0.4537,1.0,3,5,3,1,1,4,5,0,3,0.092
37.0,1,27.0,1,26,1,4,7.0,3.0,3,-0.1048,0.7075,1.0,2,8,3,0,1,3,7,3,3,0.0767
23.0,3,4.0,3,52,0,3,6.0,1.0,3,-0.1048,-0.4537,2.0,3,9,2,0,1,2,7,1,3,0.1945
52.0,4,27.0,4,51,0,4,4.0,4.0,2,1.6081,-1.615,2.0,3,8,3,0,0,3,7,0,3,0.1228
28.0,3,5.0,4,50,1,1,6.0,3.0,2,-1.8176,-0.4537,1.0,4,5,3,0,0,1,2,1,2,0.128
28.0,4,5.0,1,31,0,4,5.0,4.0,2,-0.9612,0.7075,2.0,4,9,4,1,0,0,3,2,2,0.6892
37.0,2,4.0,2,29,1,2,5.0,1.0,3,0.7516,-0.4537,1.0,4,7,3,0,1,4,2,2,2,0.113
65.0,4,33.0,2,40,1,3,5.0,3.0,3,0.7516,1.8688,2.0,5,7,4,0,0,3,9,0,2,0.1412
21.0,4,2.0,1,65,1,2,4.0,3.0,3,-0.1048,0.7075,2.0,4,8,5,1,1,4,4,1,3,0.2978
24.0,3,5.0,4,53,1,4,1.0,2.0,3,-0.9612,-0.4537,2.0,3,8,4,0,0,1,3,1,3,0.177
59.0,5,33.0,4,52,1,1,6.0,2.0,4,-0.1048,0.7075,1.0,3,8,3,0,0,3,9,1,2,0.098
31.0,2,5.0,4,42,0,2,6.0,2.0,4,0.7516,-0.4537,2.0,2,5,3,0,0,2,6,1,4,0.5725
21.0,2,2.0,2,20,1,3,9.0,3.0,5,-0.9612,1.8688,1.0,3,5,3,1,0,3,2,1,2,0.0305
38.0,1,13.0,3,69,0,3,4.0,1.0,1,0.7516,0.7075,2.0,3,8,3,0,0,2,3,2,3,0.2942
23.0,4,4.0,1,44,0,2,8.0,3.0,2,0.7516,1.8688,2.0,3,8,4,1,0,1,10,3,2,0.0366
56.0,4,20.0,4,31,0,1,6.0,4.0,4,-0.9612,-0.4537,2.0,4,9,3,1,1,0,9,2,2,0.5819
39.0,1,10.0,2,31,1,3,6.0,2.0,3,-1.8176,-0.4537,2.0,3,7,3,0,0,3,5,3,3,0.0768
22.0,1,3.0,3,30,2,3,8.0,1.0,3,1.6081,0.7075,2.0,4,7,5,0,1,3,6,0,2,0.1294
24.0,2,5.0,4,74,1,3,5.0,1.0,3,-0.9612,0.7075,2.0,4,8,3,1,0,0,10,3,2,0.0119
50.0,3,25.0,2,61,1,2,8.0,1.0,4,0.7516,-0.4537,2.0,3,5,3,0,0,3,9,1,3,0.0702
22.0,1,3.0,2,69,1,4,5.0,2.0,3,0.7516,-0.4537,2.0,3,7,3,1,1,1,10,0,3,0.0374
59.0,1,33.0,2,63,1,1,3.0,4.0,3,0.7516,-0.4537,2.0,3,7,5,0,0,3,9,2,2,0.0084
31.0,3,3.0,2,59,1,3,7.0,3.0,3,1.6081,-0.4537,2.0,4,8,3,1,1,3,2,0,2,0.003
20.0,2,1.0,1,73,0,3,1.0,1.0,3,-1.8176,0.7075,2.0,4,7,2,0,0,4,3,3,3,0.1323
42.0,4,18.0,1,37,0,3,5.0,1.0,3,0.7516,-0.4537,2.0,4,8,3,0,0,2,2,1,3,0.04
23.0,1,4.0,2,68,2,1,7.0,2.0,1,0.7516,-1.615,2.0,1,8,3,0,0,3,5,2,3,0.0241
37.0,4,6.0,2,74,1,2,5.0,3.0,3,-1.8176,-0.4537,2.0,4,9,3,0,0,2,9,2,3,0.0064
19.0,4,0.0,0,31,1,2,4.0,1.0,3,-0.1048,1.8688,2.0,3,8,3,0,0,3,5,1,3,0.1788
55.0,3,33.0,1,23,0,2,8.0,2.0,3,-1.8176,-0.4537,2.0,2,9,4,1,0,1,10,1,2,0.0697
52.0,3,29.0,1,43,2,1,8.0,2.0,4,0.7516,-0.4537,2.0,3,8,4,1,0,4,3,1,3,0.0335
37.0,3,13.0,3,56,1,3,9.0,2.0,3,0.7516,-0.4537,2.0,4,7,4,0,1,4,7,1,3,0.0373
33.0,5,9.0,4,55,0,1,8.0,1.0,3,0.7516,-0.4537,2.0,3,9,5,1,0,3,0,2,2,0.1142
58.0,4,19.0,4,67,1,1,5.0,1.0,3,-0.1048,-0.4537,1.0,2,7,3,0,1,4,0,1,2,0.2174
65.0,4,34.0,2,65,2,3,8.0,2.0,4,-0.9612,-0.4537,2.0,1,5,3,0,1,2,11,2,2,0.0215
65.0,3,41.0,1,42,1,4,5.0,3.0,3,0.7516,0.7075,2.0,2,9,1,0,1,2,6,0,3,0.1097
65.0,5,34.0,1,52,2,3,5.0,2.0,3,0.7516,-0.4537,2.0,2,7,4,0,0,0,5,3,3,0.6459999999999999
35.0,1,13.0,3,28,1,3,8.0,4.0,3,0.7516,-0.4537,1.0,2,7,3,0,0,3,2,2,2,0.0216
24.0,4,5.0,2,33,0,3,4.0,3.0,4,-0.1048,-0.4537,2.0,3,7,4,1,1,2,3,2,3,0.1441
57.0,3,34.0,1,55,1,2,1.0,3.0,3,0.7516,-0.4537,2.0,2,6,5,1,0,4,3,2,2,0.1426
52.0,4,19.0,2,70,0,3,5.0,1.0,3,-0.9612,-0.4537,2.0,1,8,4,1,0,3,2,2,3,0.0201
28.0,4,6.0,1,34,0,1,7.0,1.0,2,-0.9612,-2.7762,2.0,2,6,3,0,0,4,10,0,3,0.2507
23.0,1,4.0,4,27,0,2,6.0,3.0,3,0.7516,1.8688,2.0,2,8,5,1,1,2,0,2,3,0.0111
46.0,3,11.0,1,67,2,2,6.0,1.0,3,-0.9612,-0.4537,2.0,1,7,3,1,0,1,5,1,3,0.1257
42.0,3,7.0,2,45,1,1,9.0,2.0,3,0.7516,-0.4537,2.0,3,6,4,1,0,1,9,3,3,0.2404
21.0,4,2.0,2,73,1,1,8.0,1.0,4,0.7516,1.8688,2.0,3,6,4,0,0,1,7,0,3,0.136
45.0,5,17.0,4,72,0,4,2.0,3.0,3,0.7516,-0.4537,2.0,2,8,3,0,1,0,9,1,3,0.0003
56.0,3,19.0,2,62,1,3,6.0,2.0,1,-0.9612,1.8688,2.0,3,8,3,1,0,3,0,3,3,0.2268
38.0,5,3.0,3,57,0,2,6.0,3.0,3,-0.1048,-0.4537,2.0,4,8,2,1,1,2,3,1,2,0.0728
56.0,4,34.0,2,61,1,3,8.0,2.0,2,0.7516,0.7075,2.0,4,8,3,0,1,2,9,0,3,0.1462
26.0,2,3.0,1,67,1,2,5.0,3.0,2,0.7516,0.7075,2.0,3,6,3,0,0,3,7,3,2,0.0228
21.0,3,2.0,2,24,2,5,4.0,3.0,5,-0.9612,1.8688,2.0,3,8,3,1,0,1,5,3,3,0.6087
20.0,1,1.0,1,60,2,3,4.0,3.0,5,0.7516,0.7075,2.0,3,6,3,0,0,3,9,1,2,0.0882
61.0,1,39.0,4,74,2,2,8.0,3.0,3,0.7516,-0.4537,2.0,2,6,4,1,0,3,10,2,3,0.1449
30.0,3,7.0,3,57,0,3,5.0,4.0,3,-0.1048,-0.4537,2.0,3,5,3,1,1,1,8,3,2,0.3899
45.0,3,11.0,1,60,1,3,8.0,2.0,5,0.7516,-0.4537,3.0,2,8,3,0,0,3,0,0,2,0.213
58.0,1,32.0,3,37,0,3,5.0,3.0,1,0.7516,0.7075,2.0,4,6,3,0,0,4,2,2,3,0.0934
30.0,3,7.0,2,71,0,2,7.0,5.0,3,0.7516,-2.7762,1.0,4,7,3,1,0,4,10,1,2,0.0126
35.0,1,7.0,2,34,0,2,6.0,1.0,3,-1.8176,0.7075,2.0,2,8,5,0,0,2,3,1,2,0.5712
63.0,5,30.0,1,36,0,3,4.0,2.0,2,-0.1048,1.8688,2.0,3,7,3,0,1,4,2,0,2,0.0385
42.0,3,18.0,4,25,1,3,3.0,1.0,3,-0.1048,-0.4537,2.0,3,7,3,0,0,4,2,2,3,0.0647
45.0,3,17.0,3,64,0,1,4.0,3.0,3,0.7516,-0.4537,2.0,4,9,1,0,0,3,7,2,4,0.1922
56.0,4,25.0,4,71,2,4,7.0,3.0,3,-0.1048,-0.4537,2.0,4,6,4,1,0,1,2,1,2,0.2189
47.0,4,11.0,2,32,0,3,5.0,3.0,1,-1.8176,-0.4537,2.0,3,6,3,1,1,3,9,0,3,0.5899
31.0,4,3.0,1,35,1,4,6.0,1.0,5,0.7516,0.7075,1.0,5,8,5,1,1,4,0,3,2,0.1996
64.0,3,28.0,4,74,0,3,5.0,2.0,3,-0.1048,0.7075,2.0,3,8,3,0,0,2,5,1,3,0.1761
46.0,2,20.0,3,71,1,2,2.0,2.0,3,-0.1048,0.7075,2.0,2,8,3,1,0,1,5,1,2,0.1287
34.0,3,11.0,3,62,1,2,7.0,1.0,3,-0.1048,-0.4537,1.0,2,5,3,0,1,3,5,1,3,0.0058
52.0,3,21.0,3,32,0,2,5.0,1.0,3,0.7516,0.7075,3.0,3,8,2,0,1,4,9,3,2,0.2994
27.0,3,4.0,1,46,1,3,2.0,4.0,2,-1.8176,-1.615,2.0,4,8,4,0,0,3,11,0,3,0.715
46.0,2,18.0,1,21,0,3,3.0,2.0,3,-0.1048,-0.4537,1.0,2,6,3,1,0,4,2,3,2,0.0523
50.0,3,12.0,4,64,1,2,8.0,2.0,3,0.7516,-0.4537,2.0,2,8,3,1,0,4,5,1,2,0.0319
19.0,4,0.0,0,68,0,4,4.0,4.0,3,-0.9612,1.8688,2.0,1,8,1,1,0,2,2,1,3,0.1493
49.0,2,25.0,4,34,1,3,6.0,2.0,4,0.7516,0.7075,2.0,4,8,3,1,0,2,6,2,3,0.0443
65.0,3,29.0,3,36,1,4,6.0,4.0,1,-0.1048,-0.4537,2.0,1,7,3,0,0,2,3,1,3,0.2997
26.0,4,3.0,1,29,2,2,6.0,1.0,4,0.7516,0.7075,2.0,3,7,3,0,0,3,11,2,2,0.2873
35.0,3,7.0,1,44,1,2,8.0,4.0,2,0.7516,-0.4537,2.0,4,6,5,0,0,3,8,1,2,0.4625
56.0,3,22.0,3,74,2,1,6.0,4.0,3,-0.1048,-0.4537,2.0,4,8,3,1,0,1,9,1,2,0.1126
42.0,3,5.0,1,40,0,5,5.0,1.0,3,-0.1048,-0.4537,2.0,1,8,3,1,1,3,5,1,4,0.0017
30.0,3,7.0,2,70,2,2,6.0,3.0,3,1.6081,0.7075,2.0,3,5,2,0,1,2,7,1,3,0.2217
43.0,5,9.0,1,51,0,2,8.0,1.0,3,0.7516,0.7075,2.0,3,8,3,0,0,3,2,3,3,0.1594
55.0,2,31.0,1,38,1,2,8.0,1.0,3,0.7516,0.7075,1.0,5,5,3,1,0,3,2,2,3,0.2315
50.0,1,15.0,1,47,2,1,5.0,3.0,4,-1.8176,-0.4537,2.0,3,8,5,1,0,4,6,3,3,0.2359
42.0,3,11.0,4,23,1,2,5.0,2.0,4,-1.8176,-0.4537,1.0,2,8,3,1,1,1,8,3,2,0.0123
35.0,2,6.0,3,40,0,1,4.0,3.0,2,0.7516,0.7075,2.0,3,6,1,1,1,2,4,1,3,0.938
58.0,3,35.0,4,56,0,1,7.0,2.0,3,-0.1048,-0.4537,2.0,2,8,3,1,0,3,3,0,3,0.1096
22.0,2,3.0,3,49,1,1,8.0,2.0,1,-0.1048,-0.4537,3.0,3,8,3,0,0,4,7,1,2,0.0416
58.0,4,29.0,4,66,2,1,8.0,1.0,4,0.7516,-0.4537,2.0,5,8,4,1,1,3,5,0,3,0.098
58.0,5,19.0,4,50,1,2,2.0,5.0,3,-0.1048,-1.615,2.0,1,8,4,0,1,2,2,0,3,0.2379
37.0,1,13.0,1,49,0,4,8.0,1.0,3,-0.9612,-0.4537,2.0,3,5,3,0,0,3,9,0,2,0.1291
40.0,3,12.0,2,42,1,4,7.0,2.0,3,-0.1048,-1.615,1.0,2,6,4,1,0,3,10,0,2,0.2649
19.0,5,0.0,0,37,1,4,8.0,4.0,2,-1.8176,-1.615,2.0,2,7,3,0,0,4,7,1,3,0.2876
43.0,3,14.0,1,29,1,2,6.0,3.0,3,-0.1048,-0.4537,2.0,3,6,3,1,0,2,9,1,3,0.3777
20.0,3,1.0,1,58,1,2,2.0,4.0,4,-1.8176,1.8688,2.0,2,5,3,1,0,3,2,0,3,0.0258
27.0,4,5.0,4,55,0,2,5.0,3.0,3,-0.1048,0.7075,2.0,4,6,3,1,1,4,3,2,2,0.0605
37.0,3,4.0,2,61,1,3,6.0,1.0,3,-0.1048,0.7075,2.0,2,6,4,1,1,3,1,0,2,0.3587
65.0,4,43.0,1,48,1,2,5.0,4.0,3,-0.1048,-1.615,2.0,3,7,5,0,0,4,2,3,2,0.2384
60.0,2,38.0,3,34,0,5,10.0,1.0,3,-0.1048,-0.4537,2.0,4,6,3,0,1,1,10,3,2,0.0899
52.0,3,21.0,3,36,1,2,8.0,3.0,4,-0.9612,-0.4537,1.0,1,6,5,0,0,2,2,3,3,0.1462
38.0,5,12.0,3,36,1,4,4.0,4.0,2,-0.1048,-1.615,1.0,3,6,1,0,0,2,10,3,2,0.0248
31.0,3,7.0,4,60,0,3,7.0,3.0,3,-1.8176,-0.4537,2.0,2,7,3,0,0,2,7,0,2,0.1648
24.0,3,5.0,2,32,1,3,8.0,3.0,3,-0.1048,-0.4537,1.0,3,8,3,0,0,3,2,1,3,0.2925
21.0,5,2.0,2,20,1,1,8.0,1.0,3,0.7516,0.7075,2.0,4,7,3,0,0,3,7,1,2,0.0285
48.0,4,24.0,3,28,1,3,6.0,3.0,3,-0.1048,0.7075,2.0,2,6,3,1,1,1,9,3,2,0.1941
26.0,1,2.0,2,37,1,4,6.0,1.0,1,-1.8176,-0.4537,2.0,3,7,4,0,1,1,2,0,3,0.1129
63.0,3,38.0,1,44,1,1,5.0,1.0,4,-0.1048,-0.4537,2.0,5,7,3,0,1,1,9,3,3,0.0298
63.0,4,27.0,4,30,1,2,7.0,1.0,1,-0.9612,-0.4537,2.0,3,6,2,1,0,2,11,3,2,0.0313
32.0,3,6.5,2,74,2,3,5.0,1.0,5,0.7516,-0.4537,2.0,4,8,3,0,1,2,3,2,2,0.2337
26.0,3,2.0,2,71,1,1,9.0,1.0,3,1.6081,-0.4537,1.0,1,7,2,1,0,3,10,2,3,0.2763
56.0,4,29.0,4,36,1,4,2.0,1.0,3,0.7516,0.7075,2.0,3,6,3,0,1,3,3,1,3,0.2152
55.0,3,16.0,3,27,0,4,5.0,1.0,4,0.7516,1.8688,2.0,3,8,3,0,1,2,2,2,3,0.0393
42.0,4,7.0,3,54,0,5,8.0,3.0,5,-0.1048,-0.4537,2.0,3,8,3,0,0,4,3,1,2,0.0566
39.0,4,17.0,3,37,1,1,5.0,2.0,2,0.7516,-0.4537,2.0,1,8,5,0,0,2,8,0,3,0.2551
28.0,4,5.0,4,20,1,1,4.0,1.0,3,-0.1048,-0.4537,1.0,3,8,3,0,0,2,3,0,2,0.1079
26.0,3,2.0,2,59,1,3,6.0,1.0,3,1.6081,0.7075,2.0,3,7,2,0,0,4,6,3,3,0.1564
42.0,4,3.0,2,67,1,3,9.0,3.0,4,0.7516,-0.4537,1.0,4,7,3,0,0,1,0,3,2,0.0548
25.0,3,6.0,3,35,1,5,6.0,3.0,4,0.7516,-0.4537,1.0,4,7,3,1,0,1,7,0,3,0.2821
31.0,5,5.0,4,28,1,4,8.0,3.0,3,0.7516,0.7075,2.0,3,8,4,1,0,3,9,3,2,0.5288
37.0,3,14.0,2,44,1,1,8.0,3.0,4,0.7516,-0.4537,1.0,2,5,3,1,0,2,7,2,2,0.2625
30.0,2,8.0,3,69,1,2,8.0,1.0,4,-1.8176,-0.4537,2.0,3,7,2,0,1,3,2,1,2,0.0072
59.0,4,22.0,1,24,1,1,8.0,1.0,3,1.6081,0.7075,2.0,4,6,4,1,0,0,1,2,3,0.1635
19.0,1,0.0,0,54,0,2,4.0,2.0,2,-0.1048,-1.615,1.0,2,8,3,1,0,2,3,2,2,0.2147
25.0,3,6.0,1,70,0,4,5.0,1.0,3,-1.8176,-0.4537,1.0,2,8,1,1,0,4,1,2,2,0.0044
22.0,3,3.0,3,52,1,3,4.0,4.0,4,0.7516,0.7075,3.0,5,6,3,1,0,1,0,2,2,0.1733
22.0,3,3.0,1,24,1,2,6.0,1.0,2,1.6081,0.7075,2.0,3,5,4,0,1,1,5,0,3,0.1584
23.0,2,4.0,1,71,0,2,5.0,4.0,4,0.7516,0.7075,3.0,1,5,4,0,0,2,10,0,2,0.1901
47.0,4,20.0,1,64,0,5,9.0,2.0,3,-0.9612,0.7075,2.0,2,7,3,1,0,3,7,0,4,0.1174
21.0,4,2.0,2,25,1,3,6.0,2.0,3,-0.9612,-1.615,2.0,3,6,3,0,1,2,2,2,2,0.1882
56.0,3,29.0,1,22,2,3,4.0,2.0,3,-1.8176,-0.4537,1.0,3,6,3,0,1,3,7,2,2,0.0115
19.0,3,0.0,0,64,1,3,4.0,4.0,3,1.6081,0.7075,2.0,3,7,4,0,1,0,3,2,2,0.1317
37.0,4,3.0,2,52,1,2,8.0,1.0,1,-1.8176,1.8688,1.0,3,6,1,1,0,4,1,0,3,0.2725
52.0,3,20.0,4,39,0,2,4.0,3.0,3,1.6081,-0.4537,2.0,3,6,3,0,1,3,11,1,2,0.0834
25.0,5,6.0,2,42,1,2,8.0,2.0,2,0.7516,0.7075,2.0,2,9,3,0,1,3,11,3,0,0.0326
24.0,3,5.0,2,52,1,2,6.0,1.0,4,0.7516,-0.4537,2.0,2,6,1,0,0,3,7,2,3,0.0957
29.0,3,7.0,3,42,1,4,6.0,3.0,4,-1.8176,-0.4537,2.0,2,8,5,1,1,1,2,0,3,0.2999
53.0,3,19.0,4,68,1,4,8.0,2.0,5,-0.1048,-0.4537,2.0,2,8,3,0,0,2,7,2,4,0.0723
37.0,1,15.0,3,47,0,3,5.0,2.0,3,-0.1048,-0.4537,2.0,2,5,4,1,0,1,2,0,2,0.1807
39.0,4,11.0,4,20,1,2,6.0,3.0,3,0.7516,1.8688,2.0,2,6,3,0,0,3,2,2,2,0.1017
37.0,5,10.0,2,21,0,4,8.0,2.0,3,-0.1048,1.8688,2.0,2,5,3,0,1,1,1,3,3,0.3853
56.0,3,34.0,4,71,2,1,8.0,2.0,3,-0.1048,0.7075,2.0,3,5,3,1,1,2,2,2,4,0.2327
60.0,3,32.0,2,50,1,2,1.0,1.0,1,-0.1048,-0.4537,2.0,2,5,3,1,0,3,3,2,3,0.2735
54.0,3,21.0,4,71,0,1,6.0,2.0,3,-0.1048,0.7075,3.0,3,8,3,0,1,2,9,2,4,0.1856
22.0,4,3.0,2,23,0,2,7.0,1.0,3,0.7516,0.7075,2.0,2,8,5,1,1,1,1,1,2,0.2816
45.0,3,10.0,3,36,0,2,6.0,1.0,3,-0.1048,-0.4537,2.0,3,6,3,0,0,1,2,2,3,0.0019
54.0,4,19.0,1,51,1,3,6.0,3.0,4,0.7516,-0.4537,2.0,5,7,1,0,0,2,10,0,2,0.0502
65.0,3,29.0,1,27,2,4,5.0,1.0,3,-0.9612,0.7075,1.0,3,8,2,0,0,2,10,2,3,0.0579
50.0,1,11.0,2,43,1,3,4.0,1.0,3,-0.1048,-0.4537,2.0,2,8,3,1,0,3,9,1,3,0.1769
43.0,3,7.0,4,55,1,1,6.0,3.0,3,1.6081,0.7075,2.0,3,6,3,0,1,4,10,3,1,0.1413
51.0,4,20.0,2,31,1,3,8.0,2.0,3,-0.9612,1.8688,2.0,3,7,3,1,0,3,10,2,4,0.2852
30.0,3,8.0,2,60,0,5,5.0,3.0,3,-0.1048,-1.615,1.0,3,7,3,0,1,3,7,0,3,0.0876
28.0,4,5.0,2,47,0,1,8.0,3.0,2,0.7516,0.7075,2.0,3,8,5,0,0,2,9,3,2,0.3591
65.0,5,38.0,3,62,0,4,6.0,2.0,3,0.7516,-2.7762,3.0,3,6,3,0,1,4,0,3,3,0.2567
40.0,5,15.0,2,38,0,4,3.0,2.0,1,-0.9612,-0.4537,2.0,3,8,3,0,1,3,10,1,2,0.2872
46.0,2,23.0,4,28,1,1,8.0,3.0,5,-0.9612,0.7075,2.0,2,8,3,0,0,4,3,2,2,0.0335
56.0,4,23.0,4,30,1,3,8.0,1.0,5,-1.8176,0.7075,2.0,3,5,4,1,0,1,5,0,2,0.1531
29.0,1,5.0,4,45,1,3,4.0,4.0,3,0.7516,1.8688,2.0,5,5,3,0,0,3,0,0,2,0.0262
35.0,3,9.0,4,74,1,1,8.0,2.0,4,-1.8176,-0.4537,2.0,3,8,3,1,0,3,0,2,3,0.1197
20.0,3,1.0,1,27,0,2,4.0,3.0,4,0.7516,0.7075,1.0,2,8,3,1,0,3,4,2,3,0.228
30.0,1,8.0,2,46,1,1,8.0,3.0,5,0.7516,1.8688,2.0,2,9,4,0,0,2,2,0,4,0.0758
42.0,2,13.0,4,25,1,3,8.0,1.0,3,1.6081,-0.4537,2.0,4,5,3,1,1,3,6,2,2,0.0269
23.0,2,4.0,1,68,1,3,9.0,2.0,3,-0.1048,0.7075,3.0,2,7,4,0,1,1,0,3,2,0.1489
38.0,4,8.0,3,20,0,5,5.0,1.0,2,-0.9612,-0.4537,2.0,4,8,4,0,0,4,4,2,2,0.2441
27.0,3,5.0,2,46,1,4,6.0,4.0,3,0.7516,1.8688,1.0,3,5,3,0,0,4,3,2,2,0.159
40.0,3,15.0,4,60,1,3,1.0,4.0,2,0.7516,-0.4537,2.0,3,8,4,0,0,4,10,2,3,0.0983
46.0,3,11.0,3,69,0,3,7.0,4.0,3,-0.1048,-0.4537,1.0,4,6,3,1,0,0,4,0,2,0.13
45.0,4,21.0,3,39,2,2,10.0,1.0,4,1.6081,-0.4537,2.0,3,7,3,0,1,2,10,2,3,0.2782
42.0,3,10.0,3,68,2,2,4.0,1.0,3,-0.1048,-0.4537,2.0,2,7,1,1,0,3,2,2,2,0.5746
59.0,1,20.0,2,48,1,4,4.0,4.0,3,1.6081,0.7075,2.0,3,5,3,1,1,4,3,2,3,0.0477
55.0,4,18.0,2,47,0,2,8.0,3.0,2,-1.8176,0.7075,2.0,4,7,3,0,1,4,11,0,2,0.1953
25.0,3,6.0,2,58,0,5,8.0,3.0,3,0.7516,0.7075,1.0,3,7,3,0,1,3,3,0,2,0.0374
35.0,3,10.0,4,27,1,4,8.0,3.0,3,-0.1048,0.7075,3.0,3,8,3,0,1,3,8,3,2,0.0135
45.0,3,23.0,1,42,1,2,4.0,3.0,3,-0.1048,-0.4537,3.0,3,8,3,1,0,2,10,2,2,0.0224
65.0,4,36.0,2,64,0,3,2.0,1.0,4,-0.9612,-0.4537,2.0,3,8,3,1,1,4,2,0,0,0.1997
19.0,3,0.0,0,72,1,1,4.0,2.0,5,-0.9612,-0.4537,2.0,3,7,3,0,0,1,9,1,3,0.0154
19.0,4,0.0,0,20,2,1,9.0,2.0,4,0.7516,0.7075,2.0,3,8,3,1,1,3,2,1,2,0.005
31.0,4,5.0,1,41,1,1,6.0,3.0,2,1.6081,-0.4537,2.0,2,7,4,0,0,0,3,3,2,0.2394
36.0,3,8.0,2,46,1,3,6.0,4.0,3,0.7516,0.7075,1.0,2,7,3,0,0,1,3,2,3,0.071
24.0,1,5.0,4,56,1,3,3.0,1.0,3,0.7516,0.7075,2.0,2,7,3,0,0,1,10,1,2,0.2222
39.0,4,10.0,4,58,1,1,4.0,4.0,3,1.6081,0.7075,2.0,3,7,3,1,0,2,2,2,3,0.0891
22.0,3,3.0,2,40,0,1,7.0,3.0,5,1.6081,-0.4537,1.0,3,5,3,0,1,2,10,3,3,0.0494
47.0,3,11.0,2,70,1,3,7.0,3.0,3,0.7516,-0.4537,2.0,3,7,2,0,0,1,7,2,3,0.1567
61.0,4,23.0,4,23,0,4,6.0,3.0,3,0.7516,-0.4537,2.0,2,7,3,0,1,1,3,2,2,0.01
64.0,5,29.0,1,69,0,3,4.0,3.0,3,-0.9612,0.7075,2.0,3,6,3,1,0,3,9,0,2,0.7227
31.0,3,7.0,3,73,1,3,6.0,3.0,4,-0.1048,-0.4537,2.0,4,7,5,0,1,0,3,3,2,0.2969
58.0,1,23.0,4,67,1,4,7.0,4.0,4,0.7516,-0.4537,2.0,3,6,3,1,0,2,7,3,3,0.2458
30.0,3,8.0,2,54,1,1,8.0,1.0,4,-0.1048,0.7075,2.0,3,8,4,0,0,4,7,2,2,0.1537
50.0,2,28.0,1,24,0,3,8.0,1.0,3,0.7516,-0.4537,2.0,4,8,2,0,1,3,9,2,2,0.1065
58.0,2,30.0,4,33,1,3,7.0,3.0,3,-0.1048,0.7075,1.0,2,8,3,0,0,1,10,3,2,0.0405
